,P_Downtrend,P_Sideways,P_Uptrend
2017-01-14,0.9532968380829454,4.2562120030937694e-05,0.046660599797023715
2017-01-15,0.9418119267987375,4.9183535011770644e-05,0.05813888966625076
2017-01-16,0.8826933853106583,7.499814362307521e-05,0.11723161654571852
2017-01-18,0.6312578897907556,0.00025219724701608013,0.36848991296222827
2017-01-19,0.5680227679067015,0.00041254868393669856,0.4315646834093619
2017-01-20,0.4332694420074318,0.0007419876698714974,0.5659885703226967
2017-01-21,0.09574512238135081,0.0018709551423109643,0.9023839224763381
2017-01-22,0.058175663388117554,0.0019547700199937876,0.9398695665918887
2017-01-23,0.057584131650994845,0.0026626243064407176,0.9397532440425644
2017-01-24,0.18783680327100816,0.022314591798072044,0.7898486049309198
2017-01-25,0.16626825156425068,0.04738555783109671,0.7863461906046527
2017-01-26,0.05245190776596271,0.07035668537330132,0.8771914068607359
2017-01-27,0.018184179015833003,0.08016812236524418,0.9016476986189228
2017-01-28,0.017300056937423227,0.09806568932120191,0.8846342537413749
2017-01-29,0.018405486795070983,0.08524558919872711,0.8963489240062019
2017-01-30,0.019377270087846954,0.07487441598188807,0.9057483139302651
2017-01-31,0.004556520488857588,0.06713601464453228,0.9283074648666102
2017-02-01,0.0013596084155170062,0.04100917602176087,0.9576312155627222
2017-02-02,0.0009843709667268757,0.03903528177007329,0.9599803472631998
2017-02-03,0.0008719121552218448,0.02950780760167744,0.9696202802431007
2017-02-04,0.00060969697388946,0.0026784004608101882,0.9967119025653004
2017-02-05,0.0019346755930996482,0.0028559000872819857,0.9952094243196182
2017-02-06,0.0014819146509770448,0.003147093265545482,0.9953709920834776
2017-02-07,0.0010718819636532319,0.0028097287600097162,0.996118389276337
2017-02-08,0.0018974078535372375,0.0022239215399945333,0.9958786706064682
2017-02-09,0.1021571242667255,0.003223399945098493,0.894619475788176
2017-02-10,0.22120020660993803,0.003374919919551169,0.7754248734705109
2017-02-11,0.15638190191173315,0.004140667681417683,0.8394774304068492
2017-02-12,0.203419409143721,0.004152744882349286,0.7924278459739297
2017-02-13,0.26958881522559375,0.0037802960272593734,0.7266308887471468
2017-02-14,0.230035615366776,0.026939691083095674,0.7430246935501283
2017-02-15,0.23264997074947125,0.030697429835364182,0.7366525994151645
2017-02-16,0.08955069225864619,0.048971894388003354,0.8614774133533505
2017-02-17,0.028467208158757338,0.05756866876199496,0.9139641230792477
2017-02-18,0.01418153869676126,0.05616284100627824,0.9296556202969605
2017-02-19,0.020018123894016082,0.051593454983103186,0.9283884211228807
2017-02-20,0.003558322291197803,0.07393536628903959,0.9225063114197625
2017-02-22,0.0013773386056749849,0.07680594354210632,0.9218167178522186
2017-02-23,0.0006240395533085259,0.006182662488065337,0.9931932979586261
2017-02-24,0.0011266770831564437,0.003942569362153459,0.9949307535546901
2017-02-25,0.006245738603900794,0.00328818369801661,0.9904660776980826
2017-02-26,0.0039023488698230794,0.001950431871497886,0.994147219258679
2017-02-27,0.002878361925733112,0.0018937064461563547,0.9952279316281105
2017-02-28,0.003476106015121086,0.002103328652344579,0.9944205653325343
2017-03-01,0.0013633333605127694,0.0014243423398004522,0.9972123242996866
2017-03-02,0.0006345151651587445,0.0006274855325262912,0.998737999302315
2017-03-03,0.00044172169669430956,0.0004330397730444343,0.9991252385302611
2017-03-04,0.0014200707273997048,0.0004268413097668901,0.9981530879628334
2017-03-05,0.0010405877181774807,0.0003451968903963908,0.998614215391426
2017-03-06,0.0009046372339144272,0.0003246259965351472,0.9987707367695504
2017-03-07,0.011747701248329346,0.0005335385356110757,0.9877187602160595
2017-03-08,0.34775324696399407,0.0005938302634922512,0.6516529227725136
2017-03-09,0.18985159498077614,0.0007045514296980322,0.8094438535895259
2017-03-10,0.7913823836500864,0.0003037389151820338,0.20831387743473156
2017-03-11,0.30693358966455,0.0009878314972381031,0.692078578838212
