date,P_Sell,P_Hold,P_Buy,P_Sell_cal,P_Hold_cal,P_Buy_cal,pred_label,pred_label_cal,true_label,fold
2022-08-15,0.12817411,0.45976347,0.4120624,0.3640923,0.220662,0.41524574,Hold,Buy,Sell,1
2022-08-16,0.2202632,0.3448569,0.4348799,0.3640923,0.220662,0.41524574,Buy,Buy,Sell,1
2022-08-17,0.18226323,0.3755047,0.44223207,0.3640923,0.220662,0.41524574,Buy,Buy,Sell,1
2022-08-18,0.15148462,0.4254415,0.42307392,0.3640923,0.220662,0.41524574,Hold,Buy,Sell,1
2022-08-19,0.18415354,0.4470294,0.36881706,0.37078655,0.2247191,0.4044944,Hold,Buy,Buy,1
2022-08-20,0.2061518,0.2593314,0.53451675,0.39835945,0.1473132,0.4543273,Buy,Buy,Buy,1
2022-08-21,0.3801283,0.27303243,0.3468393,0.40101805,0.20170295,0.39727893,Sell,Sell,Sell,1
2022-08-22,0.32461512,0.287228,0.38815692,0.38575983,0.19872476,0.4155154,Buy,Buy,Sell,1
2022-08-23,0.29294023,0.43260878,0.27445105,0.4113573,0.23545705,0.3531856,Hold,Sell,Sell,1
2022-08-24,0.37552866,0.2994899,0.32498148,0.3990698,0.2055814,0.39534885,Sell,Sell,Sell,1
2022-08-25,0.30455726,0.21331972,0.48212302,0.4121349,0.14394027,0.44392487,Buy,Buy,Sell,1
2022-08-26,0.32458687,0.21853122,0.4568819,0.4121349,0.14394027,0.44392487,Buy,Buy,Buy,1
2022-08-27,0.23516376,0.11612628,0.6487099,0.32486853,0.10459782,0.5705336,Buy,Buy,Buy,1
2022-08-28,0.20579909,0.21322067,0.5809803,0.30966428,0.11451375,0.575822,Buy,Buy,Buy,1
2022-08-29,0.29244798,0.29249343,0.41505858,0.38575983,0.19872476,0.4155154,Buy,Buy,Hold,1
2022-08-30,0.24793328,0.3027745,0.44929224,0.38575983,0.19872476,0.4155154,Buy,Buy,Buy,1
2022-08-31,0.10324711,0.6066975,0.29005536,0.3766462,0.22827041,0.3950834,Hold,Buy,Buy,1
2022-09-01,0.2661009,0.34941083,0.3844882,0.3774261,0.21603513,0.4065388,Buy,Buy,Hold,1
2022-09-02,0.19001757,0.5835916,0.22639088,0.46478876,0.28169015,0.25352114,Hold,Sell,Buy,1
2022-09-03,0.12988064,0.43640935,0.43371007,0.3640923,0.220662,0.41524574,Hold,Buy,Buy,1
2022-09-04,0.22749296,0.48165542,0.29085162,0.37861314,0.22755012,0.39383674,Hold,Buy,Buy,1
2022-09-05,0.39056116,0.19413598,0.41530284,0.4121349,0.14394027,0.44392487,Buy,Buy,Buy,1
2022-09-06,0.4073577,0.34902665,0.24361566,0.47903225,0.27419356,0.2467742,Sell,Sell,Buy,1
2022-09-07,0.26695302,0.26111242,0.47193453,0.4121349,0.14394027,0.44392487,Buy,Buy,Buy,1
2022-09-08,0.32900685,0.2565452,0.41444793,0.4121349,0.14394027,0.44392487,Buy,Buy,Sell,1
2022-09-09,0.1552593,0.3236877,0.521053,0.3723077,0.20307693,0.42461535,Buy,Buy,Sell,1
2022-09-10,0.35188043,0.21974945,0.42837006,0.4121349,0.14394027,0.44392487,Buy,Buy,Sell,1
2022-09-11,0.26509875,0.32760006,0.40730113,0.38575983,0.19872476,0.4155154,Buy,Buy,Sell,1
2022-09-12,0.18019669,0.36125156,0.45855173,0.3640923,0.220662,0.41524574,Buy,Buy,Sell,1
2022-09-13,0.25778154,0.3935922,0.34862623,0.3901576,0.22332254,0.3865198,Hold,Sell,Sell,1
2022-09-14,0.3480667,0.14243798,0.5094953,0.4121349,0.14394027,0.44392487,Buy,Buy,Sell,1
2022-09-15,0.23010918,0.4820527,0.28783816,0.3901576,0.22332254,0.3865198,Hold,Sell,Sell,1
2022-09-16,0.17124447,0.13512607,0.69362944,0.2864499,0.10592909,0.607621,Buy,Buy,Sell,1
2022-09-17,0.18206063,0.20800222,0.60993713,0.30966428,0.11451375,0.575822,Buy,Buy,Sell,1
2022-09-18,0.26569274,0.14449921,0.589808,0.32201415,0.11246513,0.5655207,Buy,Buy,Hold,1
2022-09-19,0.24345377,0.1814057,0.57514054,0.32201415,0.11246513,0.5655207,Buy,Buy,Sell,1
2022-09-20,0.25050262,0.17350726,0.5759901,0.32201415,0.11246513,0.5655207,Buy,Buy,Sell,1
2022-09-21,0.18666185,0.26624915,0.54708904,0.3658399,0.13528748,0.49887255,Buy,Buy,Buy,1
2022-09-22,0.17837398,0.36796638,0.45365965,0.3640923,0.220662,0.41524574,Buy,Buy,Hold,1
2022-09-23,0.17640795,0.35038236,0.47320962,0.3640923,0.220662,0.41524574,Buy,Buy,Hold,1
2022-09-24,0.14231165,0.18300706,0.6746813,0.296213,0.10953947,0.5942476,Buy,Buy,Hold,1
2022-09-25,0.11357506,0.3607657,0.5256592,0.3640923,0.220662,0.41524574,Buy,Buy,Buy,1
2022-09-26,0.14445421,0.23367327,0.6218725,0.30966428,0.11451375,0.575822,Buy,Buy,Hold,1
2022-09-27,0.071804896,0.72511214,0.2030829,0.3725704,0.33751994,0.2899097,Hold,Sell,Sell,1
2022-09-28,0.079685226,0.78271085,0.13760395,0.6226415,0.3773585,0.0,Hold,Sell,Hold,1
2022-09-29,0.11077063,0.3993901,0.48983926,0.3640923,0.220662,0.41524574,Buy,Buy,Hold,1
2022-09-30,0.18191984,0.5614421,0.2566381,0.39759037,0.24096385,0.36144578,Hold,Sell,Hold,1
2022-10-01,0.10686227,0.56091195,0.3322258,0.3766462,0.22827041,0.3950834,Hold,Buy,Buy,1
2022-10-02,0.22566023,0.41172466,0.36261508,0.46552008,0.13515098,0.39932895,Hold,Sell,Buy,2
2022-10-03,0.18594204,0.57174927,0.24230874,0.3856925,0.23444055,0.37986693,Hold,Sell,Hold,2
2022-10-04,0.6064729,0.21071753,0.18280956,0.49103594,0.12869893,0.38026512,Sell,Sell,Sell,2
2022-10-05,0.7289536,0.17779152,0.093254864,0.8857143,0.114285715,0.0,Sell,Sell,Sell,2
2022-10-06,0.5118996,0.28333086,0.20476954,0.49103594,0.12869893,0.38026512,Sell,Sell,Sell,2
2022-10-07,0.59646225,0.25827947,0.14525825,0.75637335,0.198243,0.04538364,Sell,Sell,Sell,2
2022-10-08,0.33256745,0.46215755,0.20527494,0.4439797,0.21219619,0.34382412,Hold,Sell,Sell,2
2022-10-09,0.47365254,0.3352511,0.1910964,0.49103594,0.12869893,0.38026512,Sell,Sell,Sell,2
2022-10-10,0.47978538,0.17683144,0.3433832,0.49103594,0.12869893,0.38026512,Sell,Sell,Hold,2
2022-10-12,0.31278142,0.49969018,0.18752842,0.4439797,0.21219619,0.34382412,Hold,Sell,Buy,2
2022-10-13,0.25577205,0.34136686,0.40286112,0.49103594,0.12869893,0.38026512,Buy,Sell,Buy,2
2022-10-14,0.26415515,0.5449785,0.19086632,0.4439797,0.21219619,0.34382412,Hold,Sell,Sell,2
2022-10-15,0.20006904,0.16774914,0.6321818,0.44688925,0.12974203,0.42336875,Buy,Sell,Hold,2
2022-10-16,0.34069768,0.48060948,0.17869288,0.4439797,0.21219619,0.34382412,Hold,Sell,Hold,2
2022-10-17,0.56298053,0.22200608,0.2150134,0.49103594,0.12869893,0.38026512,Sell,Sell,Sell,2
2022-10-18,0.34133616,0.38200402,0.27665985,0.49103594,0.12869893,0.38026512,Hold,Sell,Buy,2
2022-10-19,0.2141855,0.5341483,0.2516662,0.41889656,0.22176877,0.3593347,Hold,Sell,Buy,2
2022-10-20,0.21948795,0.46368912,0.31682295,0.41889656,0.22176877,0.3593347,Hold,Sell,Buy,2
2022-10-21,0.38467234,0.46427187,0.15105578,0.57305825,0.27388814,0.15305361,Hold,Sell,Buy,2
2022-10-22,0.72406805,0.11989717,0.15603481,0.744025,0.093003124,0.16297184,Sell,Sell,Buy,2
2022-10-23,0.48792082,0.19033755,0.32174158,0.49103594,0.12869893,0.38026512,Sell,Sell,Buy,2
2022-10-24,0.6724384,0.13013586,0.19742577,0.5574825,0.11189696,0.33062056,Sell,Sell,Buy,2
2022-10-25,0.24971789,0.1691946,0.5810875,0.49103594,0.12869893,0.38026512,Buy,Sell,Buy,2
2022-10-26,0.5741221,0.115409,0.31046897,0.49301878,0.12518054,0.38180068,Sell,Sell,Hold,2
2022-10-27,0.35565364,0.14074107,0.5036053,0.49103594,0.12869893,0.38026512,Buy,Sell,Buy,2
2022-10-28,0.3956212,0.20589675,0.39848208,0.49103594,0.12869893,0.38026512,Buy,Sell,Sell,2
2022-10-29,0.4218564,0.17674369,0.40139994,0.49103594,0.12869893,0.38026512,Sell,Sell,Sell,2
2022-10-30,0.21954514,0.1509132,0.62954164,0.44688925,0.12974203,0.42336875,Buy,Sell,Buy,2
2022-10-31,0.13948011,0.30120534,0.5593145,0.43136373,0.1437879,0.42484835,Buy,Sell,Buy,2
2022-11-01,0.1616912,0.13733277,0.7009761,0.41304347,0.13768116,0.44927537,Buy,Buy,Hold,2
2022-11-02,0.321475,0.17720705,0.5013179,0.49103594,0.12869893,0.38026512,Buy,Sell,Buy,2
2022-11-03,0.2219556,0.16040897,0.6176354,0.46552008,0.13515098,0.39932895,Buy,Sell,Sell,2
2022-11-04,0.11392384,0.6280861,0.25799006,0.3856925,0.23444055,0.37986693,Hold,Sell,Sell,2
2022-11-05,0.18094504,0.25576314,0.56329185,0.43136373,0.1437879,0.42484835,Buy,Sell,Sell,2
2022-11-06,0.34267154,0.15435493,0.5029735,0.49103594,0.12869893,0.38026512,Buy,Sell,Sell,2
2022-11-07,0.369285,0.18955779,0.44115725,0.49103594,0.12869893,0.38026512,Buy,Sell,Sell,2
2022-11-08,0.26540205,0.26367128,0.47092664,0.49103594,0.12869893,0.38026512,Buy,Sell,Sell,2
